filename,doi
Abstract00052.txt,10.1021/cm010689m
Abstract00053.txt,10.1021/acs.accounts.5b00455
Abstract00054.txt,10.1021/jacs.8b04763
Abstract00055.txt,10.1021/cm011070n
Abstract00056.txt,10.1021/ja0700395
Abstract00057.txt,10.1039/c6mh00519e
Abstract00058.txt,10.1002/aenm.201703012
Abstract00059.txt,10.1039/c7ee01145h
Abstract00060.txt,10.1039/c1cs15257b
Abstract00061.txt,10.1021/nl049461z
Abstract00062.txt,10.1039/c9ee00751b
Abstract00063.txt,10.1021/ja305366r
Abstract00064.txt,10.1039/b601166g
Abstract00065.txt,10.1021/acs.chemrev.8b00056
Abstract00066.txt,10.1039/c7cs00879a
Abstract00067.txt,10.1021/acs.chemmater.6b02626
Abstract00068.txt,10.1021/cm049563q
Abstract00069.txt,10.1038/nmat2321
Abstract00070.txt,10.1039/b807760f
Abstract00071.txt,10.1016/j.pmatsci.2014.04.001
Abstract00072.txt,10.1002/adfm.201806006
Abstract00073.txt,10.1021/ja0675447
Abstract00074.txt,10.1016/0378-7753(94)02073-C
Abstract00075.txt,10.1039/c2cs35083a
Abstract00077.txt,10.1021/acs.chemrev.6b00346
Abstract00078.txt,10.1002/adfm.201303986
Abstract00079.txt,10.1002/anie.201910800
Abstract00080.txt,10.1021/acsnano.6b03916
Abstract00081.txt,10.1038/NMAT2879
Abstract00082.txt,10.1039/c7cs00868f
Abstract00083.txt,10.1021/acs.chemrev.7b00524
Abstract00084.txt,10.1039/c001929a
Abstract00085.txt,10.1021/nl802042g
Abstract00086.txt,10.1039/c0ce00683a
Abstract00087.txt,10.1038/natrevmats.2017.19
Abstract00088.txt,10.1021/acs.nanolett.6b02688
Abstract00089.txt,10.1002/adfm.201000143
Abstract00090.txt,10.1039/c002129f
Abstract00091.txt,10.1021/ja073521w
Abstract00092.txt,10.1002/anie.201901081
Abstract00094.txt,10.1021/cm970568f
Abstract00095.txt,10.1007/s10853-007-1853-x
Abstract00096.txt,10.1039/c9cs00711c
Abstract00097.txt,10.1039/c9ee03757h
Abstract00098.txt,10.1021/ar990143u
Abstract00099.txt,10.1021/cm00048a018
Abstract00100.txt,10.1038/NMAT4927
Abstract00101.txt,10.1039/c4ta05226a
Abstract00102.txt,10.1021/cm960116n
Abstract00103.txt,10.1021/jp500449z
Abstract00104.txt,10.1021/cm9505097
Abstract00105.txt,10.1039/b512304f
Abstract00106.txt,10.1063/1.4824147
Abstract00107.txt,10.1021/acs.accounts.7b00090
Abstract00108.txt,10.1021/cm990447a
Abstract00109.txt,10.1039/c4ce02106a
Abstract00110.txt,10.1021/jp0611018
Abstract00111.txt,10.1021/acsenergylett.0c00058
Abstract00112.txt,10.1002/adma.200902927
Abstract00113.txt,10.1016/S0039-6028(01)01553-9
Abstract00114.txt,10.1039/c3cs60155b
Abstract00115.txt,10.1021/nl8013549
Abstract00116.txt,10.1007/s11224-012-0013-3
Abstract00117.txt,10.1039/b414402c
Abstract00118.txt,10.1002/(SICI)1521-4095(200004)12:7<531::AID-ADMA531>3.0.CO;2-S
Abstract00119.txt,10.1016/j.nanoen.2014.08.015
Abstract00122.txt,10.1038/NNANO.2011.121
Abstract00123.txt,10.1107/S160057671900997X
Abstract00124.txt,10.1021/cm049781j
Abstract00125.txt,10.1039/c7sc01590a
Abstract00126.txt,10.1021/jz502271c
Abstract00127.txt,10.1016/S0925-8388(02)00083-X
Abstract00128.txt,10.1021/ja963442c
Abstract00129.txt,10.1007/s00706-017-1933-9
Abstract00130.txt,10.1021/jz400348q
Abstract00131.txt,10.1103/PhysRevB.92.144308
Abstract00132.txt,10.1021/acscatal.6b02228
Abstract00133.txt,10.1002/1521-3765(20020315)8:6<1260::AID-CHEM1260>3.0.CO;2-Q
Abstract00134.txt,10.1063/1.4890246
Abstract00135.txt,10.1002/adma.200903193
Abstract00137.txt,10.1002/adfm.200304373
Abstract00139.txt,10.1002/adma.201705708
Abstract00142.txt,10.1007/s11426-021-1146-6
Abstract00143.txt,10.1039/c9mh00500e
Abstract00144.txt,10.1002/aenm.201803150
Abstract00145.txt,10.1039/c3cs60012b
Abstract00146.txt,10.1021/jp0634048
Abstract00147.txt,10.1021/ja984254k
Abstract00148.txt,10.1038/s41560-017-0054-3
Abstract00149.txt,10.1002/anie.201703226
Abstract00150.txt,10.1016/j.joule.2018.10.011
Abstract00151.txt,10.1021/acsnano.7b00116
Abstract00152.txt,10.1007/s12274-015-0948-y
Abstract00153.txt,10.1021/cm403028b
Abstract00154.txt,10.1039/c2cs35343a
Abstract00155.txt,10.1016/j.actbio.2009.10.031
Abstract00156.txt,10.1021/ar400258p
Abstract00157.txt,10.1021/jacs.9b02365
Abstract00158.txt,10.1039/b401420k
Abstract00160.txt,10.1016/j.mser.2009.09.001
Abstract00161.txt,10.1016/j.nanoen.2017.08.013
Abstract00162.txt,10.1021/nl104412b
Abstract00163.txt,10.1021/cm001257z
Abstract00164.txt,10.1002/adfm.201801131
Abstract00165.txt,10.1021/ja801952e
Abstract00166.txt,10.1038/NCHEM.873
Abstract00167.txt,10.1021/ja062526a
Abstract00168.txt,10.1016/j.apcatb.2005.09.012
Abstract00169.txt,10.1021/jacs.7b09096
Abstract00170.txt,10.1021/ja412886e
Abstract00171.txt,10.1016/j.pmatsci.2010.02.001
Abstract00172.txt,10.1021/ja044689+
Abstract00173.txt,10.1016/S1359-0286(01)00022-5
Abstract00174.txt,10.1038/natrevmats.2016.34
Abstract00175.txt,10.1039/c2cs35253b
Abstract00176.txt,10.1021/nn800451w
Abstract00177.txt,10.1021/acs.chemmater.8b01317
Abstract00178.txt,10.1021/ja049453k
Abstract00179.txt,No DOI
Abstract00180.txt,10.1021/jacs.8b08691
Abstract00181.txt,10.1038/s41565-020-00811-1
Abstract00182.txt,10.1002/adfm.201302386
Abstract00183.txt,10.1002/jps.2600831211
Abstract00184.txt,10.1038/s41563-018-0217-z
Abstract00186.txt,10.1039/d1ta01043c
Abstract00187.txt,10.1107/S2052520618015718
Abstract00188.txt,10.1016/j.apcatb.2019.01.079
Abstract00189.txt,10.1039/c7ta00366h
Abstract00190.txt,10.1021/acsenergylett.6b00705
Abstract00191.txt,10.1021/acs.accounts.5b00431
Abstract00192.txt,10.1002/anie.201806732
Abstract00193.txt,10.1038/NCHEM.2206
Abstract00194.txt,10.1021/la102409e
Abstract00195.txt,10.1021/jacs.1c03032
Abstract00196.txt,10.1016/j.micromeso.2012.03.012
Abstract00197.txt,10.1039/b417413e
Abstract00198.txt,10.1002/1521-4095(200103)13:6<421::AID-ADMA421>3.0.CO;2-#
Abstract00199.txt,10.1038/s41563-020-0777-6
Abstract00200.txt,10.1038/NNANO.2012.69
Abstract00201.txt,10.1021/jacs.6b11259
Abstract00202.txt,10.1038/nmat1636
Abstract00203.txt,10.1103/PhysRevB.71.125123
Abstract00204.txt,10.1038/s41563-018-0047-z
Abstract00205.txt,10.1038/NMAT4634
Abstract00206.txt,10.1038/NMAT2825
Abstract00207.txt,10.1002/adma.201600265
Abstract00208.txt,10.1021/cm00046a040
Abstract00209.txt,10.1039/c6cc06475b
Abstract00210.txt,10.1038/s41524-021-00495-8
Abstract00211.txt,10.1021/nl901181n
Abstract00212.txt,10.1021/ar200042t
Abstract00213.txt,10.1016/j.ensm.2017.08.015
Abstract00214.txt,10.1039/b505422b
Abstract00215.txt,10.1002/(SICI)1521-4095(199909)11:13<1147::AID-ADMA1147>3.0.CO;2-H
Abstract00216.txt,10.1021/acsami.6b14423
Abstract00217.txt,10.1039/b311156c
Abstract00218.txt,10.1002/adma.201805337
Abstract00219.txt,10.1021/acsnano.6b05944
Abstract00220.txt,10.1021/acsnano.5b07791
Abstract00221.txt,10.1002/smll.201600626
Abstract00222.txt,10.1021/acs.accounts.9b00113
Abstract00223.txt,10.1021/jacs.5b04547
Abstract00224.txt,10.1021/acs.chemmater.5b03769
Abstract00225.txt,10.1021/ja107035w
Abstract00226.txt,10.1016/S0022-4596(02)00193-7
Abstract00227.txt,10.1021/cm0206237
Abstract00228.txt,10.1021/acscatal.5b01918
Abstract00229.txt,10.1002/cphc.201800346
Abstract00231.txt,10.1039/d0cp00502a
Abstract00232.txt,10.1021/jacs.5b02651
Abstract00233.txt,10.1038/s41563-019-0396-2
Abstract00234.txt,10.1039/c6cp06496e
Abstract00235.txt,10.1038/s41563-018-0164-8
Abstract00236.txt,10.1016/j.nanoen.2016.12.008
Abstract00237.txt,10.1002/chem.200304785
Abstract00239.txt,10.1021/jp5126624
Abstract00240.txt,10.1002/adma.201901152
Abstract00241.txt,10.1021/acs.cgd.6b00764
Abstract00242.txt,10.1021/ja0435182
Abstract00243.txt,10.1039/b316435g
Abstract00244.txt,10.1021/jacs.6b11683
Abstract00245.txt,10.3390/ma3073794
Abstract00246.txt,10.1002/chem.200700181
Abstract00247.txt,10.1039/c3nr01629c
Abstract00248.txt,10.1016/j.pmatsci.2019.02.001
Abstract00249.txt,10.1002/adma.201705948
Abstract00250.txt,10.1016/j.nanoen.2013.04.002
Abstract00251.txt,10.1021/jacs.8b04984
Abstract00252.txt,10.1002/adma.201802509
Abstract00253.txt,10.1016/j.actbio.2014.06.017
Abstract00254.txt,10.1002/anie.202114220
Abstract00255.txt,No DOI
Abstract00256.txt,10.1021/ja202303b
Abstract00257.txt,10.1021/cm9907763
Abstract00258.txt,10.1039/a900221i
Abstract00259.txt,10.1016/j.jallcom.2020.156744
Abstract00260.txt,10.1021/la7025285
Abstract00261.txt,10.1021/jacs.5b01680
Abstract00262.txt,10.1021/acs.jpclett.8b00201
Abstract00263.txt,10.1002/asia.200600260
Abstract00265.txt,10.1002/adma.201808088
Abstract00266.txt,10.1021/acsnano.6b07617
Abstract00267.txt,10.1021/jacs.6b05608
Abstract00268.txt,10.1021/ja102737t
Abstract00269.txt,10.1039/b303716a
Abstract00270.txt,10.1038/s41565-020-0683-8
Abstract00271.txt,10.1021/jacs.9b00972
Abstract00272.txt,10.1039/c7nh00137a
Abstract00273.txt,10.1021/acs.jpclett.7b02192
Abstract00274.txt,10.1002/aenm.201600551
Abstract00275.txt,10.1021/ja512117e
Abstract00276.txt,10.1021/nl5009037
Abstract00277.txt,10.1002/adma.200306466
Abstract00278.txt,10.1002/smtd.201900426
Abstract00279.txt,10.1021/acs.accounts.8b00677
Abstract00280.txt,10.1002/adfm.201404421
Abstract00281.txt,10.1039/c3cp50755f
Abstract00282.txt,10.1021/ja9729037
Abstract00283.txt,10.1021/j100068a027
Abstract00284.txt,10.1002/adma.201703209
Abstract00285.txt,10.1039/c7ta01798g
Abstract00286.txt,10.1021/ja5026529
Abstract00287.txt,10.1021/ja9106385
Abstract00288.txt,10.1002/adma.200902765
Abstract00289.txt,10.1002/adma.201605903
Abstract00290.txt,10.1021/jacs.8b06050
Abstract00291.txt,10.1016/j.pmatsci.2017.04.007
Abstract00293.txt,10.1002/adfm.201503559
Abstract00294.txt,10.1021/acs.jpclett.5b01309
Abstract00295.txt,10.1038/NMAT3069
Abstract00296.txt,10.1021/cm010105g
Abstract00297.txt,10.1063/1.4885256
Abstract00298.txt,10.1016/j.jmst.2021.07.031
Abstract00299.txt,10.1016/j.jssc.2005.05.029
Abstract00300.txt,10.1021/ja012055m
Abstract00301.txt,10.1016/S0142-9612(00)00036-3
Abstract00302.txt,10.1007/s40820-023-01140-3
Abstract00303.txt,10.1002/smll.201704177
Abstract00304.txt,10.1002/aenm.201700162
Abstract00305.txt,10.1039/c4ra11852a
Abstract00306.txt,10.1021/ar200283b
Abstract00307.txt,10.1021/ja909519e
Abstract00308.txt,10.1021/ja900531f
Abstract00309.txt,10.1038/nmat1298
Abstract00310.txt,10.1039/c6mh00275g
Abstract00311.txt,10.1002/anie.202101644
Abstract00312.txt,10.1002/anie.201407141
Abstract00313.txt,10.1039/c0cs00186d
Abstract00315.txt,10.1002/smll.201702433
Abstract00316.txt,10.1038/s41570-016-0004
Abstract00317.txt,10.1002/anie.201308589
Abstract00318.txt,10.1021/ja000738g
Abstract00319.txt,10.1021/acsnano.7b05726
Abstract00320.txt,10.1021/acsnano.6b05775
Abstract00321.txt,10.1016/j.nantod.2010.02.001
Abstract00322.txt,No DOI
Abstract00323.txt,10.1107/S0108768103026661
Abstract00324.txt,10.1039/a901227c
Abstract00325.txt,10.1021/jacs.0c03899
Abstract00326.txt,10.1002/cey2.44
Abstract00327.txt,10.1021/acs.accounts.5b00535
Abstract00328.txt,10.1002/anie.199107891
Abstract00329.txt,10.1038/s41563-021-01132-x
Abstract00330.txt,10.1016/j.jcrysgro.2014.07.029
Abstract00331.txt,10.1016/j.micromeso.2008.10.035
Abstract00332.txt,10.1002/cssc.201900725
Abstract00333.txt,10.1039/a901436e
Abstract00334.txt,10.1021/acsami.7b01709
Abstract00335.txt,10.1021/ar100040r
Abstract00336.txt,10.1002/cphc.200800709
Abstract00337.txt,10.1016/j.jpcs.2006.02.004
Abstract00338.txt,10.1007/s11581-006-0013-7
Abstract00339.txt,10.1146/annurev.matsci.27.1.585
Abstract00340.txt,10.1002/aenm.202000183
Abstract00341.txt,10.1002/adma.201703758
Abstract00342.txt,10.1002/adfm.201601571
Abstract00343.txt,10.1021/cm304104m
Abstract00344.txt,10.1021/acs.chemmater.9b03782
Abstract00345.txt,10.1002/adma.201604506
Abstract00346.txt,10.1039/c6cc08820a
Abstract00347.txt,10.1021/acs.chemmater.6b00809
Abstract00348.txt,10.1021/jacs.0c06039
Abstract00349.txt,10.1002/adfm.200700188
Abstract00350.txt,10.1021/ja027967i
Abstract00351.txt,10.1016/S0142-9612(02)00229-6
Abstract00352.txt,10.1002/chem.200305009
Abstract00353.txt,10.1107/S0108768194012061
Abstract00354.txt,10.1021/acs.chemmater.8b03442
Abstract00355.txt,10.1016/S1359-0286(96)80094-5
Abstract00356.txt,10.1149/1.3239850
Abstract00357.txt,10.1021/acs.nanolett.8b00560
Abstract00358.txt,10.1002/anie.201801029
Abstract00359.txt,10.1557/mrc.2015.69
Abstract00360.txt,10.1002/adfm.201806482
Abstract00361.txt,10.1002/anie.201304713
Abstract00362.txt,10.1039/c0cs00226g
Abstract00363.txt,10.1021/cm7032977
Abstract00364.txt,10.1016/S0022-0248(98)00002-5
Abstract00365.txt,10.1002/adma.19960080103
Abstract00366.txt,10.1039/B504269K
Abstract00367.txt,10.1016/j.pmatsci.2022.101003
Abstract00368.txt,10.1002/aenm.201501420
Abstract00369.txt,10.1107/S1600576715002319
Abstract00370.txt,10.1038/nmat1522
Abstract00371.txt,10.1021/cm035011g
Abstract00372.txt,10.1021/acs.chemmater.0c01004
Abstract00373.txt,10.1002/adma.201805323
Abstract00374.txt,10.1002/anie.201502277
Abstract00375.txt,10.1002/adma.201501026
Abstract00376.txt,10.1002/aenm.201700979
Abstract00377.txt,10.1002/anie.201507588
Abstract00378.txt,10.1021/ar500277z
Abstract00379.txt,10.1021/cm200837g
Abstract00380.txt,10.1039/c9ta07022b
Abstract00381.txt,10.1016/j.mser.2007.04.001
Abstract00382.txt,10.3390/ijms161226227
Abstract00383.txt,10.1002/adfm.201100743
Abstract00384.txt,10.1039/c0cs00111b
Abstract00385.txt,10.1039/c2cs35148j
Abstract00386.txt,10.1002/anie.201806452
Abstract00387.txt,10.1021/ja036049x
Abstract00388.txt,10.1002/adma.201905079
Abstract00389.txt,10.1021/cg050458i
Abstract00390.txt,10.1016/j.joule.2018.08.011
Abstract00391.txt,10.1021/acsnano.6b08324
Abstract00392.txt,10.1021/jacs.5b13220
Abstract00393.txt,10.1002/adma.201204738
Abstract00394.txt,10.1002/anie.201205002
Abstract00395.txt,10.1039/d1ee00157d
Abstract00397.txt,10.1039/c0nr00276c
Abstract00398.txt,10.1039/b812927d
Abstract00399.txt,10.1039/a903664d
Abstract00400.txt,10.1021/ja00124a012
Abstract00401.txt,10.1039/c4cc00339j
Abstract00402.txt,10.1039/c2cs35144g
Abstract00403.txt,10.1063/1.2815325
Abstract00404.txt,10.1039/b403482a
Abstract00405.txt,10.1021/cm503767r
Abstract00406.txt,10.1021/ja2081026
Abstract00407.txt,10.1039/c6mh00053c
Abstract00408.txt,10.1103/PhysRevB.92.045414
Abstract00409.txt,10.1002/adma.201904405
Abstract00410.txt,10.1021/acsami.6b08528
Abstract00411.txt,10.1002/anie.201406484
Abstract00412.txt,10.1021/cm00053a017
Abstract00413.txt,10.1002/adma.201603021
Abstract00414.txt,10.1002/adma.19940060103
Abstract00416.txt,10.1557/JMR.2008.0319
Abstract00417.txt,10.1021/cm011035g
Abstract00418.txt,10.1021/acs.nanolett.6b04450
Abstract00419.txt,10.1021/nl0255146
Abstract00420.txt,10.1016/j.matt.2019.08.017
Abstract00421.txt,10.1016/j.joule.2018.12.013
Abstract00422.txt,10.1021/acsami.6b02843
Abstract00423.txt,10.1021/acs.chemmater.7b02013
Abstract00424.txt,10.1039/c5tc04172d
Abstract00425.txt,10.1021/jacs.9b13291
Abstract00426.txt,10.1021/ja0719172
Abstract00427.txt,10.1021/acs.chemmater.8b02999
Abstract00428.txt,10.1038/s41524-020-00406-3
Abstract00429.txt,10.1021/jz502547f
Abstract00430.txt,10.1021/acs.jpcc.7b01171
Abstract00431.txt,10.1021/acs.accounts.5b00540
Abstract00432.txt,10.1002/adma.202109063
Abstract00433.txt,10.1039/c4cs00434e
Abstract00434.txt,10.1002/anie.201100904
Abstract00435.txt,10.1021/cm00044a015
Abstract00436.txt,10.1039/c3cc43728k
Abstract00437.txt,10.1016/j.cis.2003.11.002
Abstract00438.txt,10.1002/adom.201700157
Abstract00439.txt,10.1002/adma.200900599
Abstract00440.txt,10.1039/b817891g
Abstract00441.txt,10.1039/b606987h
Abstract00442.txt,10.1016/S0040-6090(01)01083-5
Abstract00443.txt,10.1107/S010876819300610X
Abstract00444.txt,10.1002/adma.201606405
Abstract00445.txt,10.1016/j.ssnmr.2011.11.006
Abstract00446.txt,10.1107/S0108768107031758
Abstract00447.txt,10.1016/j.pcrysgrow.2013.02.001
Abstract00448.txt,10.1021/ja0542690
Abstract00449.txt,10.1021/acsnano.7b01351
Abstract00450.txt,10.1021/cm010736a
Abstract00451.txt,10.1021/ja963284p
Abstract00452.txt,10.1002/advs.201700256
Abstract00453.txt,10.1039/c2cp41099k
Abstract00454.txt,10.1002/adfm.200600807
Abstract00455.txt,10.1002/anie.201602787
Abstract00456.txt,10.1063/1.481644
Abstract00458.txt,10.1021/acs.chemrev.1c00237
Abstract00459.txt,10.1016/j.optmat.2012.11.002
Abstract00460.txt,10.1039/c6cs00395h
Abstract00461.txt,10.1021/ar5004253
Abstract00462.txt,10.1002/advs.202003728
Abstract00463.txt,10.1021/nl2033602
Abstract00464.txt,10.1021/ja806952j
Abstract00465.txt,10.1016/j.cplett.2007.05.023
Abstract00466.txt,10.1021/jp056246d
Abstract00467.txt,10.1021/acsnano.7b00017
Abstract00468.txt,10.1021/acs.chemmater.6b03310
Abstract00469.txt,10.1002/adma.201502454
Abstract00470.txt,10.1016/j.jallcom.2011.02.009
Abstract00472.txt,10.3390/nano10081606
Abstract00473.txt,10.1002/adma.201900326
Abstract00474.txt,10.1002/advs.201700471
Abstract00475.txt,10.1002/adfm.201705593
Abstract00476.txt,10.1107/S0108768193011966
Abstract00477.txt,10.1016/j.pmatsci.2020.100734
Abstract00478.txt,10.1039/c5ta01125f
Abstract00479.txt,10.1021/cg2015644
Abstract00480.txt,10.1021/ja1024832
Abstract00481.txt,10.1021/ar100019q
Abstract00482.txt,10.1146/annurev.matsci.36.011205.123513
Abstract00483.txt,10.1002/advs.202101418
Abstract00484.txt,10.1039/c4ta01033g
Abstract00485.txt,10.1021/ja104607y
Abstract00486.txt,10.1021/acs.chemrev.9b00507
Abstract00487.txt,10.1021/acs.nanolett.6b01218
Abstract00488.txt,10.1039/c3cp54479f
Abstract00490.txt,10.1021/jp500816u
Abstract00491.txt,10.1016/j.actamat.2003.08.031
Abstract00492.txt,10.1021/ja012433n
Abstract00493.txt,10.1002/anie.202010252
Abstract00494.txt,10.1007/b95408
Abstract00495.txt,10.1021/ja0037320
Abstract00496.txt,10.1021/acs.jpclett.6b00269
Abstract00497.txt,10.1039/c4ce01693a
Abstract00498.txt,10.1039/c9ta04680a
Abstract00499.txt,10.1021/acs.chemmater.7b01384
Abstract00500.txt,10.1021/ar040083e
Abstract00501.txt,10.1021/acsenergylett.2c02363
Abstract00502.txt,10.1016/j.nanoen.2016.02.020
Abstract00503.txt,10.1039/c9sc00162j
Abstract00504.txt,10.1002/anie.201708684
Abstract00505.txt,10.1039/b702109g
Abstract00506.txt,10.1351/pac200173020381
Abstract00507.txt,10.1002/smtd.202000506
Abstract00508.txt,10.1002/anie.201710383
Abstract00509.txt,10.1002/anie.201705836
Abstract00510.txt,10.1039/c8cs00157j
Abstract00511.txt,10.1016/j.nanoen.2017.12.028
Abstract00512.txt,10.1002/adfm.201504202
Abstract00513.txt,10.1016/j.nanoen.2016.01.029
Abstract00514.txt,10.1021/acsami.5b02904
Abstract00515.txt,10.1002/adma.201800691
Abstract00516.txt,10.1002/cctc.201600808
Abstract00517.txt,10.1021/ar500164g
Abstract00518.txt,10.1002/anie.201905787
Abstract00519.txt,10.1002/aenm.201803384
Abstract00520.txt,10.1021/cm010110k
Abstract00521.txt,10.1002/adom.202002213
Abstract00522.txt,10.1016/j.nanoen.2019.104015
Abstract00523.txt,10.1021/jacs.9b06276
Abstract00524.txt,10.1021/acs.chemrev.8b00158
Abstract00525.txt,10.1039/c2cc35304k
Abstract00526.txt,10.1002/smll.200800520
Abstract00527.txt,10.1021/cm9802191
Abstract00528.txt,10.1021/jacs.5b04840
Abstract00529.txt,10.1021/cm9701217
Abstract00530.txt,10.1021/acsenergylett.7b01335
Abstract00531.txt,10.1021/jacs.7b07506
Abstract00532.txt,10.1021/ar300345h
Abstract00533.txt,10.1016/j.jssc.2004.09.002
Abstract00534.txt,10.1038/s41524-019-0196-x
Abstract00535.txt,10.1021/jacs.8b02717
Abstract00536.txt,10.1002/adma.201705256
Abstract00537.txt,10.1002/adfm.201706000
Abstract00538.txt,10.1039/c7cy00881c
Abstract00539.txt,10.1002/adfm.201700338
Abstract00540.txt,10.1021/jacs.6b09388
Abstract00541.txt,10.1007/s10832-007-9370-5
Abstract00542.txt,10.1021/ja963007i
Abstract00543.txt,10.1039/b923184f
Abstract00544.txt,10.1016/j.biomaterials.2003.10.038
Abstract00545.txt,10.1016/S0257-8972(02)00420-6
Abstract00546.txt,10.1107/S0108767393012784
Abstract00547.txt,10.1021/acs.jpclett.9b03035
Abstract00548.txt,10.1002/anie.201800137
Abstract00549.txt,10.1021/acs.chemmater.6b01383
Abstract00550.txt,10.1021/jp103863z
Abstract00551.txt,10.1063/1.2838987
Abstract00552.txt,10.1039/a704290f
Abstract00553.txt,10.1039/c8cs00826d
Abstract00554.txt,10.1039/c6sc00767h
Abstract00555.txt,10.1021/cm9707566
Abstract00556.txt,10.1016/j.joule.2019.05.005
Abstract00557.txt,10.1002/adfm.201001243
Abstract00558.txt,10.1021/ja972270w
Abstract00559.txt,10.1002/adma.201705786
Abstract00560.txt,10.1002/smtd.201700219
Abstract00561.txt,10.1021/jz501877h
Abstract00563.txt,10.1021/ja00137a007
Abstract00564.txt,10.1038/s41563-021-01029-9
Abstract00565.txt,10.1002/anie.202009441
Abstract00566.txt,10.1016/j.matt.2019.04.002
Abstract00567.txt,10.1107/S0108767307064252
Abstract00568.txt,10.1038/s41578-023-00537-1
Abstract00569.txt,10.1021/acs.jpclett.0c01933
Abstract00571.txt,10.1021/jacs.9b01327
Abstract00572.txt,10.1002/adfm.201800945
Abstract00573.txt,10.1021/ja209711x
Abstract00574.txt,10.1002/chem.200601427
Abstract00575.txt,10.1002/chem.200600981
Abstract00576.txt,10.1021/acs.jpclett.9b02390
Abstract00577.txt,10.3390/ma11040484
Abstract00578.txt,10.1021/acs.chemmater.6b03054
Abstract00579.txt,10.1016/j.apsusc.2015.05.171
Abstract00580.txt,10.1016/j.actbio.2009.02.023
Abstract00582.txt,10.1002/chem.200600980
Abstract00583.txt,10.1039/c5cs00791g
Abstract00584.txt,10.1021/ar200224h
Abstract00585.txt,10.1002/adma.200701753
Abstract00586.txt,10.1023/B:JMSC.0000039199.56155.f9
Abstract00587.txt,10.1039/a702972a
Abstract00588.txt,10.1002/adma.202202969
Abstract00589.txt,10.1021/acs.jpclett.8b00572
Abstract00590.txt,10.1039/c7ta02439h
Abstract00591.txt,10.1002/anie.201602849
Abstract00592.txt,10.1021/jacs.5b01314
Abstract00593.txt,10.1021/cm034308b
Abstract00594.txt,10.1007/3-540-44474-2_1
Abstract00595.txt,10.1021/cm980303g
Abstract00596.txt,10.1002/adfm.201910648
Abstract00597.txt,10.1039/c5ta03331d
Abstract00598.txt,10.1016/j.surfrep.2006.03.001
Abstract00599.txt,10.1039/b609510k
Abstract00600.txt,10.1002/adfm.200400468
Abstract00601.txt,10.1016/0001-8686(96)00293-X
Abstract00602.txt,10.1021/acsenergylett.1c01442
Abstract00603.txt,10.1007/s40145-021-0468-z
Abstract00604.txt,10.1002/anie.201812865
Abstract00605.txt,10.1002/anie.201701134
Abstract00606.txt,10.1039/c5nr06890h
Abstract00608.txt,10.1016/j.jcat.2014.01.007
Abstract00609.txt,10.1002/adfm.201505352
Abstract00610.txt,10.1021/ja0724644
Abstract00611.txt,10.1016/j.jmat.2019.11.001
Abstract00612.txt,10.1002/solr.201900306
Abstract00613.txt,10.1039/c5tc04339e
